All Racers - ELO and License Report
Generated on: 2025-10-28 03:21:50
========================================================================================================================

Rank   Race Name                      Discord Name              License    ELO        Steam GUID
472    Thicc Nicc.                    N/A                       Rookie     1504       76561198807709085
473    Zale Xypher                    N/A                       Rookie     1504       76561198821984298
474    alilgreenman                   N/A                       Rookie     1504       76561198426455187
475    Rawblankito                    N/A                       Rookie     1504       76561198314832243
476    partenzaalessandro55           N/A                       Rookie     1504       76561199368658175
477    caesetius                      N/A                       Rookie     1504       76561199037967850
478    qwarty56                       N/A                       Rookie     1504       76561198042185500
479    Julian                         N/A                       Rookie     1504       76561198033019327
480    Goshu                          N/A                       Rookie     1504       76561198008585393;76561198193116245
481    Hugo                           N/A                       Rookie     1504       76561199612445460
482    sef                            N/A                       Rookie     1504       76561198399457624
483    CheeOoo                        N/A                       Rookie     1504       76561198839233103
484    ex0                            N/A                       Rookie     1504       76561198975234933
485    Lorenzo                        N/A                       Rookie     1504       76561198153710021
486    Garbear                        N/A                       Rookie     1504       76561198402047253
487    railed                         N/A                       Rookie     1504       76561199098232068
488    ismagtr61                      N/A                       Rookie     1504       76561199488854329
489    TTV.Ducky9532                  N/A                       Rookie     1504       76561199164320117
490    kabi                           N/A                       Rookie     1504       76561199350942779
491    eloy.tgc                       N/A                       Rookie     1504       76561199237327753
492    Eilifint                       N/A                       Rookie     1504       76561199026431271
493    ZuZ                            N/A                       Rookie     1504       76561198984310116
494    今もいい天気                         N/A                       Rookie     1504       76561198285302577
495    ImaFishWithLung                N/A                       Rookie     1504       76561198391820805
496    G_Gallaga                      N/A                       Rookie     1504       76561198280129456
497    GGlory                         N/A                       Rookie     1504       76561198011430884
498    Player                         N/A                       Rookie     1504       76561199550430527
499    Roberto Cerri                  N/A                       Rookie     1504       76561199778541669
500    ahrenx                         N/A                       Rookie     1504       76561198915524977
501    KruegerStupid                  N/A                       Rookie     1504       76561199052042783
502    Ergi                           N/A                       Rookie     1504       76561198292270725
503    Slyv                           N/A                       Rookie     1504       76561198327126701
504    NotStig3                       N/A                       Rookie     1504       76561198033544236
505    AYYJAYY                        N/A                       Rookie     1504       76561198105072499
506    Player                         N/A                       Rookie     1504       76561198022908407
507    Cano                           N/A                       Rookie     1504       76561198358544800
508    Crimson                        N/A                       Rookie     1504       76561199070961664
509    Eissa                          N/A                       Rookie     1504       76561198868409600
510    Daiki-                         N/A                       Rookie     1504       76561198197824073
511    Pank                           N/A                       Rookie     1503       76561198089268899
512    Mateo Osorio                   N/A                       Rookie     1503       76561198208819449
513    Federico Azuaga                N/A                       Rookie     1503       76561199155497597
514    TheVirgin                      N/A                       Rookie     1503       76561198133310036
515    ON90                           N/A                       Rookie     1503       76561199059576658
516    Pivíí                          N/A                       Rookie     1503       76561199128814016
517    RicochetZ                      N/A                       Rookie     1503       76561199526442121
518    Forgy                          N/A                       Rookie     1503       76561198397767365
519    Benko                          N/A                       Rookie     1503       76561198981431890
520    Milky                          N/A                       Rookie     1503       76561198796450862
521    lanceres2016                   N/A                       Rookie     1503       76561199680556703
522    sosa                           N/A                       Rookie     1503       76561197987132087
523    maaxr8                         N/A                       Rookie     1503       76561199043100704
524    Neutral_Ghost                  N/A                       Rookie     1503       76561198409227139
525    Will091195                     N/A                       Rookie     1503       76561198144403424
526    Pascal                         N/A                       Rookie     1503       76561199619629617
527    Willy                          N/A                       Rookie     1503       76561199218786477
528    tuhmayto                       N/A                       Rookie     1503       76561198157379137
529    ravz                           N/A                       C          1503       76561198842055326
530    j707j                          N/A                       Rookie     1502       76561199473856230
531    亗ㅤF 么 C Uㅤ亗                    N/A                       Rookie     1502       76561199037528252
532    Elronge                        N/A                       Rookie     1502       76561198351859981
533    Pangracio                      N/A                       Rookie     1502       76561198166945729
534    Gage Cornell, Matthew Shelton, Evan Cuadra N/A                       Rookie     1502       76561198109758560;76561198112229607;76561198802983862
535    Cody                           N/A                       Rookie     1502       76561197966039425
536    Taybay240                      N/A                       C          1502       76561199131925278
537    CainIsaac                      N/A                       Rookie     1502       76561198201271225
538    James                          N/A                       C          1502       76561198036846788
539    classytrickyboi                N/A                       Rookie     1502       76561198837735121
540    TJSPQF                         N/A                       Rookie     1502       76561198430988350
541    DVRK                           N/A                       Rookie     1501       76561199026441121
542    nicabtt01                      N/A                       Rookie     1501       76561199415564278
543    Burner                         N/A                       Rookie     1501       76561198001823595
544    acsim364                       N/A                       C          1501       76561199480080061
545    FacundoRW25                    N/A                       Rookie     1501       76561198117493519
546    Enjoi                          N/A                       Rookie     1501       76561198324655111
547    Terry.                         N/A                       Rookie     1501       76561199131075767
548    Denny Earnhardt                N/A                       Rookie     1501       76561199060314592
549    Dracko                         N/A                       Rookie     1501       76561198281082533
550    El Nooberino                   N/A                       Rookie     1500       76561198005738016
551    Fart Propulsion System         N/A                       Rookie     1500       76561198137155153
552    Jagsub                         N/A                       Rookie     1500       76561198993811682
553    Babalkany                      N/A                       Rookie     1500       76561198860283777
554    Din Viesel                     N/A                       Rookie     1500       76561198267261283
555    Mogs                           N/A                       Rookie     1500       76561197965534549
556    Bogdan                         N/A                       Rookie     1500       76561198139638159
557    yikers                         N/A                       Rookie     1500       76561198137576349
558    mcGreen                        N/A                       Rookie     1500       76561198008773371
559    Peter9588                      N/A                       Rookie     1500       76561199104130118
560    Yackman1                       N/A                       Rookie     1500       76561199013226585
561    John Kimble                    N/A                       Rookie     1500       76561197972753447
562    dradosll                       N/A                       Rookie     1500       76561198202917949
563    AIDAN                          N/A                       Rookie     1500       76561198816237583
564    Luna                           N/A                       Rookie     1500       76561198364628247
565    Andre Pimentel                 N/A                       Rookie     1500       76561198052643959
566    Rubens Moura                   N/A                       Rookie     1500       76561198307308556
567    Cmac                           N/A                       Rookie     1500       76561198170204026
568    lljojopvll                     N/A                       Rookie     1500       76561198072593901
569    aloha                          N/A                       Rookie     1500       76561198983345004
570    Youpi Tsunoda                  N/A                       Rookie     1500       76561198856461176
571    Decimation                     N/A                       Rookie     1500       76561198829157371
572    JRob2418                       N/A                       Rookie     1500       76561198820027693
573    diegitz                        N/A                       Rookie     1500       76561198829312692
574    Siege77                        N/A                       Rookie     1500       76561197971821379
575    G4Stoner                       N/A                       Rookie     1500       76561198649593117
576    GRX baiwei                     N/A                       Rookie     1500       76561198287763745
577    f1era23                        N/A                       Rookie     1500       76561199597530068
578    HobbyBill                      N/A                       Rookie     1500       76561198087613058
579    Osama Bin Ballin               N/A                       Rookie     1500       76561198146122180
580    E.T.Super                      N/A                       Rookie     1500       76561199574118916
581    Specific Ocean                 N/A                       Rookie     1500       76561198192587150
582    Bumpkin_king                   N/A                       Rookie     1500       76561198198838851
583    Thorn                          kazetar                   Rookie     1500       76561199058517121
584    gyles house                    N/A                       Rookie     1500       76561198012702275
585    ROQ                            N/A                       Rookie     1500       76561198084555453
586    Blobbie                        N/A                       Rookie     1500       76561198964856270
587    Spike2135                      N/A                       Rookie     1500       76561198139457913
588    S0m3b0dy                       N/A                       Rookie     1500       76561199069515541
589    Dan_Dinosaurio                 N/A                       Rookie     1500       76561198432818106
590    pooflol                        N/A                       Rookie     1500       76561199160782914
591    Ethan Dias                     N/A                       Rookie     1500       76561199115478308
592    Fish                           N/A                       Rookie     1500       76561198808524102
593    EL_ANGUITA                     N/A                       Rookie     1500       76561199057129875
594    KZgamer23                      N/A                       Rookie     1500       76561198828219529
595    SachiA Chencat                 N/A                       Rookie     1500       76561198004957283
596    メSteadyMurkin_SKUM             N/A                       Rookie     1500       76561199389191342
597    TexasRed4720                   N/A                       Rookie     1500       76561199239787560
598    Theo_52                        N/A                       Rookie     1500       76561199071109834
599    Timo Daniels                   N/A                       Rookie     1500       76561198351172874
600    Chef                           N/A                       Rookie     1500       76561198098587453
601    mark zuckerberg's source code  N/A                       Rookie     1500       76561198052977871
602    Reynolds                       N/A                       Rookie     1500       76561198072111101
603    Lemonside33                    N/A                       Rookie     1500       76561199209793461
604    LõXõ                           N/A                       Rookie     1500       76561199686820765
605    RCanavarro                     N/A                       Rookie     1500       76561198842519544
606    Marcelo sYnx                   N/A                       Rookie     1500       76561197963850082
607    Dansho                         N/A                       Rookie     1499       76561198053101380
608    emerick.matthew                N/A                       Rookie     1499       76561199152617876
609    Antartic                       N/A                       Rookie     1499       76561198090256900
610    MA Lebel                       N/A                       Rookie     1499       76561199230634094
611    Sherick                        N/A                       Rookie     1499       76561199127327534
612    Karl Schuyler                  N/A                       Rookie     1499       76561198068890284
613    Mercurees                      N/A                       Rookie     1499       76561198976538470
614    taintrocket                    N/A                       Rookie     1499       76561198802983862
615    uglyexe                        N/A                       Rookie     1499       76561199237719366
616    Muchacho_AC, Bojowson          N/A                       Rookie     1499       76561198125402844;76561198336275966
617    Ed Monahan                     N/A                       Rookie     1499       76561199764914006
618    Winny "UFO" Lopez              N/A                       Rookie     1499       76561198024198194
619    _peter86                       N/A                       Rookie     1498       76561198819597772
620    Skeel                          N/A                       Rookie     1498       76561198254389455
621    Alfie                          N/A                       Rookie     1498       76561199221864764
622    jimmyS                         N/A                       Rookie     1498       76561199151946610
623    MornWynters                    N/A                       Rookie     1498       76561198097313836
624    Biz                            N/A                       Rookie     1498       76561199096415732
625    Mazzle_Dazzled                 N/A                       Rookie     1498       76561198054341018
626    Chainsaw1811                   N/A                       Rookie     1498       76561199680817827
627    Dingle                         N/A                       Rookie     1498       76561198085889663
628    Armaan A                       N/A                       Rookie     1498       76561199053260491
629    Money                          N/A                       Rookie     1498       76561199252363501
630    oscarwrc                       N/A                       Rookie     1498       76561199859970466
631    JAlex                          N/A                       Rookie     1498       76561199213526916
632    fwood2                         N/A                       Rookie     1498       76561199447383152
633    BigLos789                      N/A                       Rookie     1498       76561198283118533
634    millerlite                     N/A                       Rookie     1497       76561198858970568
635    mdickenson74                   N/A                       Rookie     1497       76561199098116495
636    Gianmaria Monaco               N/A                       Rookie     1497       76561198975490726
637    Min0                           N/A                       Rookie     1497       76561198215894804
638    xxstelxx                       N/A                       Rookie     1497       76561197978435494
639    idiotdriver                    N/A                       Rookie     1497       76561198244420858
640    BassCannon,  Thorn Madox       N/A                       Rookie     1497       76561198287158193;76561199058517121;76561199194892973
641    Stanko Zahribar                N/A                       Rookie     1497       76561198865227385
642    Slackeye72                     N/A                       Rookie     1496       76561198121760605
643    Colby                          N/A                       Rookie     1496       76561198873578267
644    Kyan S-S                       N/A                       Rookie     1496       76561198968963352
645    bimmer>>>                      N/A                       Rookie     1496       76561198973413498
646    pyt                            N/A                       Rookie     1496       76561199180253881
647    deez                           N/A                       Rookie     1496       76561199088031782
648    B3njamin38                     N/A                       Rookie     1496       76561198864549036
649    shitmangaming                  N/A                       Rookie     1496       76561198852469439
650    GK14                           N/A                       Rookie     1496       76561198815206972
651    XI8                            N/A                       Rookie     1496       76561199107124769
652    Super Sister Fister 64         N/A                       Rookie     1496       76561198126347646
653    Ryan                           N/A                       Rookie     1496       76561198153424278
654    Sasha Ness                     N/A                       Rookie     1496       76561199088671060
655    74                             N/A                       Rookie     1496       76561198849036235
656    firegodslayer777               N/A                       Rookie     1496       76561198876992006
657    xNorgstahh                     N/A                       Rookie     1496       76561198195777550
658    Player                         N/A                       Rookie     1496       76561198076418529
659    bubblebassburger               N/A                       Rookie     1496       76561199235021317
660    _Bravo61_                      N/A                       Rookie     1496       76561199126204605
661    Delos                          N/A                       Rookie     1496       76561198257395104
662    Ralfy                          N/A                       Rookie     1496       76561198336829421
663    masimodamico553                N/A                       Rookie     1496       76561199116423697
664    Boo Radley                     N/A                       Rookie     1496       76561199064473878
665    Kilogram                       N/A                       Rookie     1496       76561198157983036
666    Ebolallen                      N/A                       Rookie     1496       76561198049007870
667    Mihai                          N/A                       Rookie     1496       76561199182439576
668    Dragon                         N/A                       Rookie     1496       76561198249359766
669    ARTEFACT1323                   N/A                       Rookie     1496       76561198851463316
670    XWetMilkX                      N/A                       Rookie     1496       76561198342317609
671    Dario Ussumane                 N/A                       Rookie     1496       76561198825576064
672    topy                           N/A                       Rookie     1496       76561199086324215
673    The Party Hobo                 N/A                       Rookie     1496       76561198021087963
674    Claraa444                      N/A                       Rookie     1496       76561198129438044
675    Jeeb                           N/A                       Rookie     1496       76561198137097324
676    Wendigo                        N/A                       Rookie     1496       76561199278146162
677    Pablo Abelaira                 N/A                       Rookie     1496       76561198365959459
678    Parishboys06                   N/A                       Rookie     1496       76561199610528034
679    1+                             N/A                       Rookie     1496       76561199260734518
680    M A D K I L A                  N/A                       Rookie     1496       76561198054713873
681    EXTREMOG4M3                    N/A                       Rookie     1496       76561198931357227
682    TINEZ420                       N/A                       Rookie     1496       76561199681047877
683    Gold bar                       N/A                       Rookie     1496       76561198881400940
684    hyphen314                      N/A                       Rookie     1496       76561198840135656
685    CoffeeCommander                N/A                       Rookie     1496       76561198044378289
686    PasSteak69                     N/A                       Rookie     1496       76561199259965467
687    Peacock                        N/A                       Rookie     1496       76561198332912243
688    Granola                        N/A                       Rookie     1496       76561199226667104
689    DonJefe                        N/A                       Rookie     1496       76561198165282937
690    DingusKahn                     N/A                       Rookie     1496       76561198445509290
691    alonsochen03                   N/A                       Rookie     1496       76561198451847554
692    Tasso                          N/A                       Rookie     1496       76561199237380780
693    Cozy                           N/A                       Rookie     1496       76561199563865869
694    I_AmSpeed859                   N/A                       Rookie     1496       76561198842798731
695    Noel Liu                       N/A                       Rookie     1496       76561198137167917
696    rekem                          N/A                       Rookie     1496       76561198218973055
697    Wagoogus                       N/A                       Rookie     1496       76561198315966523
698    Howard Langston                N/A                       Rookie     1496       76561197986293399
699    Dezfy                          N/A                       Rookie     1496       76561198145941002
700    The Night Kid                  N/A                       Rookie     1496       76561198010201344
701    mecha mecha                    N/A                       Rookie     1496       76561199004697695
702    Chill0ut                       N/A                       Rookie     1496       76561198850473561
703    ellstromsven                   N/A                       Rookie     1496       76561198967213004
704    joseph1998                     N/A                       Rookie     1496       76561199039011550
705    Munahid                        N/A                       Rookie     1496       76561198850070639
706    Parseval                       N/A                       Rookie     1496       76561199063665129
707    ApexMagnet                     N/A                       Rookie     1496       76561199698700081
708    SuperMario                     N/A                       Rookie     1496       76561198453027210
709    Carlife                        N/A                       D          1495       76561199099992032
710    Vesunex                        N/A                       Rookie     1495       76561198916309068
711    Spyder                         N/A                       Rookie     1495       76561198853917624
712    Badger                         N/A                       Rookie     1495       76561198120797375
713    pinchartnathan                 N/A                       Rookie     1495       76561199240156027
714    @C63Madness on ig              N/A                       Rookie     1495       76561199067259900
715    Harry                          N/A                       Rookie     1495       76561199376741183
716    Ric5050                        N/A                       D          1495       76561198431260228
717    NickLaBennett                  N/A                       Rookie     1495       76561198850727163
718    Visi An                        N/A                       Rookie     1495       76561199227890268
719    isaac                          N/A                       Rookie     1494       76561199503478564
720    Roteg                          N/A                       Rookie     1494       76561197996758685
721    BTA_William                    N/A                       Rookie     1494       76561197960386352
722    Taru                           N/A                       Rookie     1494       76561199013361127
723    Ramses                         N/A                       D          1494       76561198398252700
724    woodsy29                       N/A                       Rookie     1494       76561199428410055
725    macheese                       N/A                       Rookie     1494       76561198081251193
726    Minionsfan1100                 N/A                       Rookie     1494       76561199316433798
727    Csongor Százi                  N/A                       Rookie     1494       76561198402340991
728    I DRIVE                        N/A                       Rookie     1494       76561199480941502
729    Breaded                        N/A                       Rookie     1494       76561199128231815
730    Gerardo Bianco                 N/A                       Rookie     1494       76561198969891788
731    Kaseymark7477-VR               N/A                       Rookie     1494       76561199282100690
732    TIGGER                         N/A                       Rookie     1494       76561198003270736
733    Bot755787                      N/A                       Rookie     1494       76561198391109504
734    Danilo GT                      N/A                       Rookie     1493       76561199052389076
735    nico0920                       N/A                       Rookie     1493       76561198284891807
736    Antihuman, Kamil Dziadek       N/A                       Rookie     1493       76561198026746239;76561198049986783
737    yarrak                         N/A                       Rookie     1493       76561199149344204
738    BongBardo                      N/A                       Rookie     1493       76561199509053265
739    Don Comedia *******            N/A                       Rookie     1493       76561198347767787
740    Adam Badaruk                   N/A                       D          1493       76561198323998215
741    Melonlabe                      N/A                       Rookie     1493       76561198388379209
742    JVTsnooZZZe                    N/A                       Rookie     1493       76561198829815563
743    max                            N/A                       Rookie     1493       76561198840793080
744    twelthedition                  N/A                       Rookie     1492       76561198051033526
745    FRIBUELO                       N/A                       Rookie     1492       76561198082924820
746    JuZo                           N/A                       Rookie     1492       76561198195038050
747    Straight Drop                  N/A                       Rookie     1492       76561198086504220
748    Noé                            N/A                       Rookie     1492       76561199165986856
749    petko                          N/A                       Rookie     1492       76561198192084177
750    Lenny-28095                    N/A                       Rookie     1492       76561199453382450
751    Iury                           N/A                       Rookie     1492       76561199140647768
752    Soyboy                         N/A                       Rookie     1492       76561199030319949
753    A. PEGORARO (AB )              N/A                       Rookie     1492       76561199037062460
754    matthew1111111111              N/A                       Rookie     1492       76561199505752987
755    Darsimon                       N/A                       Rookie     1492       76561198298576042
756    Ptah                           N/A                       Rookie     1492       76561198807865364
757    noo                            N/A                       Rookie     1492       76561198142140601
758    Simriguser2                    N/A                       Rookie     1492       76561199353966029
759    Josho                          N/A                       Rookie     1492       76561198278494009
760    Arthur Baert                   N/A                       Rookie     1492       76561198183163490
761    marCUS                         N/A                       Rookie     1492       76561198291679409
762    Zapp Branagen                  N/A                       Rookie     1492       76561197963083788
763    Spinny Boye                    N/A                       Rookie     1492       76561198209720116
764    Politicoadrian                 N/A                       Rookie     1492       76561198307551118
765    Tipzyy                         N/A                       D          1492       76561199089157035
766    bozhemoi                       N/A                       Rookie     1492       76561198219514707
767    PHRMCPEiA                      N/A                       Rookie     1492       76561198450172199
768    Scarybread                     N/A                       Rookie     1492       76561198351756385
769    CAR                            N/A                       Rookie     1492       76561199123580665
770    SRJ_LANGLEY                    N/A                       Rookie     1492       76561198342523528
771    repumpum                       N/A                       Rookie     1492       76561198061058130
772    Omega                          N/A                       Rookie     1492       76561199063535199
773    HazieWazzie                    N/A                       Rookie     1492       76561199061111859
774    Binjimi                        N/A                       Rookie     1492       76561199254452538
775    Jose Garbi                     N/A                       Rookie     1492       76561199195804119
776    W13                            N/A                       Rookie     1492       76561198095250785
777    Neex                           N/A                       Rookie     1492       76561198151404035
778    Crunchy_Socks                  N/A                       Rookie     1492       76561199288061864
779    bigsmoke87                     N/A                       Rookie     1492       76561199616091101
780    Kaypo                          N/A                       Rookie     1492       76561198053839187
781    OnlyHuhman                     N/A                       Rookie     1492       76561198397940426
782    Trevor Crain                   N/A                       Rookie     1492       76561198974192642;76561199395385195
783    AZOME                          N/A                       Rookie     1492       76561198122056767
784    skelter                        N/A                       Rookie     1492       76561199219882252
785    Luan                           N/A                       Rookie     1492       76561198076574486
786    RedVarg                        N/A                       D          1492       76561198190613819
787    Jarax                          jarax.                    Rookie     1492       76561198844924330
788    Isidro Villar                  N/A                       Rookie     1492       76561198335089276
789    Alfredo_0212                   N/A                       Rookie     1492       76561198971095315
790    WooHooMan43                    woohooman43               D          1491       76561198979459890
791    iTzAlipazzz                    N/A                       Rookie     1491       76561199181645593
792    Cass                           N/A                       Rookie     1491       76561198363370595
793    Swanie.xt                      N/A                       Rookie     1491       76561199164866496
794    Ásgeirr                        N/A                       Rookie     1491       76561199056732804
795    Kov                            N/A                       Rookie     1491       76561199507629129
796    TMF | Dokiz                    N/A                       Rookie     1491       76561199021720998
797    Oh Deer                        N/A                       Rookie     1491       76561198141541999
798    Giga Kubica                    N/A                       Rookie     1491       76561198071898321
799    Alex DeLarge                   N/A                       Rookie     1491       76561198012711346
800    NIN79                          N/A                       Rookie     1491       76561198042279984
801    Benis                          N/A                       Rookie     1491       76561198172831022
802    Amadul                         N/A                       Rookie     1491       76561198049326331
803    kThree                         N/A                       D          1491       76561198048453617
804    RensRides                      N/A                       Rookie     1491       76561198108247967
805    Big Z                          N/A                       Rookie     1491       76561198335836646
806    MAGM                           N/A                       Rookie     1490       76561198825749232
807    Baz H                          N/A                       Rookie     1490       76561198989577945
808    Nicola Moriconi                N/A                       Rookie     1490       76561198097387868
809    B. Hoffman                     N/A                       Rookie     1490       76561198040737875
810    guau                           N/A                       Rookie     1490       76561198808497518
811    Mike Garwood                   N/A                       Rookie     1490       76561197991747067
812    BugParade                      N/A                       D          1490       76561198084016633
813    Krisz                          N/A                       Rookie     1490       76561198262542233
814    Honky Tonk Man                 N/A                       Rookie     1490       76561198120759904
815    Grumpy-Print                   N/A                       Rookie     1490       76561199402867444
816    Palatiin                       N/A                       Rookie     1490       76561198188161330
817    Patrik602                      N/A                       Rookie     1490       76561199680713234
818    niqq                           N/A                       Rookie     1490       76561199582928825
819    21Toshi                        N/A                       Rookie     1490       76561198346373208
820    edu carbonell                  N/A                       Rookie     1490       76561199854084130
821    DBS_BigSmoke                   N/A                       Rookie     1490       76561199088948692
822    KeiLo                          N/A                       Rookie     1489       76561198858128902
823    Sarmoria Fabio                 N/A                       Rookie     1489       76561198007137365
824    Player                         N/A                       Rookie     1489       76561198016226229
825    _Andor_                        N/A                       Rookie     1489       76561199024768313
826    mentos76                       N/A                       Rookie     1489       76561198450284059
827    Schalex Schalbon               N/A                       Rookie     1489       76561198091394955
828    Acerola                        N/A                       Rookie     1489       76561198263541815
829    tahielitocacheton              N/A                       Rookie     1489       76561199106116789
830    Tess_Tickles                   N/A                       Rookie     1489       76561198408133055
831    LNX                            N/A                       Rookie     1489       76561198798197138
832    Stan                           N/A                       Rookie     1489       76561198370899069
833    th3H0rs3                       N/A                       Rookie     1489       76561198849528907
834    OnEPounDCarP                   N/A                       D          1489       76561199506558476
835    Sidsco12                       N/A                       Rookie     1489       76561199443775687
836    Floaty                         N/A                       D          1489       76561198055085420
837    jakob.hacker                   N/A                       Rookie     1489       76561199530109704
838    littleWfish                    N/A                       Rookie     1489       76561199095194162
839    Kadyy☆                         N/A                       Rookie     1489       76561199166704866
840    TheAfterMarket                 N/A                       Rookie     1489       76561199053576090
841    cpdenbesten                    N/A                       Rookie     1489       76561198354199848
842    aladeen                        N/A                       Rookie     1488       76561198032557375
843    Tafirol Speed                  N/A                       Rookie     1488       76561198084777144
844    H u n t e r                    N/A                       Rookie     1488       76561198432651655
845    Koalaatio                      N/A                       Rookie     1488       76561197961689050
846    #79 O. MÄLÄSKÄ                 N/A                       Rookie     1488       76561199159090607
847    Jiraya自来也                      N/A                       Rookie     1488       76561198152766397
848    Kick.com/ItzLinx               N/A                       Rookie     1488       76561198872626075
849    oyway1                         N/A                       Rookie     1488       76561199117895697
850    Aragam1                        N/A                       Rookie     1488       76561198987592835
851    Fradx                          N/A                       Rookie     1488       76561199206596380
852    John Choi                      N/A                       Rookie     1488       76561198349554175
853    Pharmar                        N/A                       Rookie     1488       76561198403237632
854    d3v10us                        N/A                       Rookie     1488       76561198005336972
855    sedan hussein                  N/A                       Rookie     1488       76561198219247201
856    ifizin                         N/A                       Rookie     1488       76561199093738589
857    leofass12                      N/A                       Rookie     1488       76561198450026320
858    hippyneil                      N/A                       Rookie     1488       76561198027273991
859    Alpha_6                        N/A                       Rookie     1488       76561199205064019
860    Gyilokkrisz                    N/A                       Rookie     1488       76561199110034801
861    Player                         N/A                       Rookie     1488       76561198139317062
862    christiaan                     N/A                       Rookie     1488       76561198088539524
863    Just_Henk_                     N/A                       Rookie     1488       76561199016729808
864    Maureau Denhaerinck            N/A                       Rookie     1488       76561199041446407
865    Player                         N/A                       Rookie     1488       76561199766814835
866    BRKTM User225                  N/A                       Rookie     1488       76561199130814511
867    emxnuel                        N/A                       Rookie     1488       76561198873444201
868    SrLoEb                         N/A                       Rookie     1488       76561198332691501
869    Nobody                         N/A                       Rookie     1487       76561198041271057
870    Cosmo                          N/A                       Rookie     1487       76561198042147273
871    vroom hecking vroom            N/A                       Rookie     1487       76561198105158339
872    ToeMuncher420                  N/A                       Rookie     1487       76561198951294381
873    TCCWH                          N/A                       Rookie     1487       76561198840199002
874    Pablo Chill-e                  N/A                       Rookie     1487       76561199192429085
875    Issias                         N/A                       Rookie     1487       76561198167934672
876    Lazo                           N/A                       Rookie     1487       76561198135026469
877    BotBreezey101                  N/A                       Rookie     1487       76561198363605581
878    M4dey                          N/A                       Rookie     1486       76561198185468887
879    Lucio Andia                    N/A                       Rookie     1486       76561199042452036
880    GiL Santos (BR)                N/A                       Rookie     1486       76561197960267366
881    NoName?                        N/A                       Rookie     1486       76561199497558558
882    Zachary Dickinson              N/A                       D          1486       76561198058728848
883    TheMineA7                      N/A                       Rookie     1486       76561198071971346
884    n0vembr                        N/A                       Rookie     1486       76561199073988399
885    lVlaggic                       N/A                       Rookie     1486       76561198851233191
886    speedhack                      N/A                       D          1486       76561197998030789
887    Senpaii シ                      N/A                       Rookie     1486       76561198831331734
888    crxigfxrd                      N/A                       Rookie     1486       76561198049835493
889    Arian Castro                   N/A                       Rookie     1486       76561199486367986
890    Germán V.                      N/A                       Rookie     1486       76561198306719973
891    ouai pas mal ouai              N/A                       Rookie     1486       76561198891919938
892    Pertou707                      N/A                       Rookie     1485       76561199494254008
893    Elfomagico 97                  N/A                       Rookie     1485       76561198115417668
894    Wiza                           N/A                       Rookie     1485       76561199455916343
895    kavsebo                        N/A                       Rookie     1485       76561198188397195
896    David                          N/A                       Rookie     1485       76561199011003756
897    MIC998                         N/A                       Rookie     1485       76561199030553975
898    raphaelmorishita               N/A                       Rookie     1485       76561199174940742
899    Coca Franboise                 N/A                       Rookie     1485       76561199380808318
900    Gerdes                         N/A                       Rookie     1485       76561198010274956
901    chilenaoexiste                 N/A                       Rookie     1485       76561198427211015
902    Project Purple, Maxiamaru      N/A                       Rookie     1485       76561198017327448;76561199016198981
903    WooHooMan43, Cheesus           N/A                       Rookie     1485       76561198309443188;76561198979459890
904    Sumaka017                      N/A                       Rookie     1485       76561199412689955
905    Francesco Fede                 N/A                       Rookie     1485       76561199083789257
906    OPC                            N/A                       Rookie     1485       76561198279679405
907    Koenig                         N/A                       Rookie     1484       76561198135265844
908    Shampoo Fairy                  N/A                       Rookie     1484       76561198340698789
909    Stuuse                         N/A                       Rookie     1484       76561199271527703
910    Selim Dion (VR)                N/A                       Rookie     1484       76561199239752396
911    Mati C                         N/A                       Rookie     1484       76561198799422949
912    KingPotato                     N/A                       Rookie     1484       76561198415106829
913    woozy                          N/A                       Rookie     1484       76561198200400430
914    PayDro415                      N/A                       Rookie     1484       76561198331675775
915    Rukibazuki                     N/A                       Rookie     1484       76561199348102423
916    hotdog                         N/A                       Rookie     1484       76561199142714749
917    Bom                            N/A                       Rookie     1484       76561199132327013
918    RAZOR                          N/A                       Rookie     1484       76561198333848597
919    Skythe                         N/A                       Rookie     1484       76561199518732800
920    C4t4ly5t                       N/A                       Rookie     1484       76561198138926551
921    KellyO                         N/A                       Rookie     1484       76561198033562259
922    Antonio                        N/A                       Rookie     1484       76561199040545951
923    Aki                            N/A                       Rookie     1484       76561198834888750
924    Wolter White (W.W.)            N/A                       Rookie     1484       76561198874711406
925    amtk2007                       N/A                       Rookie     1484       76561198086740517
926    giuket                         N/A                       Rookie     1484       76561198125827857
927    Shaft                          N/A                       Rookie     1484       76561199191029341
928    Riccardo De Simone             N/A                       Rookie     1484       76561199317221777
929    paulo                          N/A                       Rookie     1484       76561198817397329
930    Biszkoptowiec                  N/A                       Rookie     1484       76561199208705710
931    Pill Smith                     N/A                       Rookie     1483       76561198104084561
932    Eric Velasco                   N/A                       Rookie     1483       76561198087348639
933    Jamie Foskett                  N/A                       Rookie     1483       76561198080038828
934    Evil                           N/A                       Rookie     1483       76561198044215364
935    Munklesunkee                   N/A                       Rookie     1483       76561197980026066
936    OFUZZ                          N/A                       Rookie     1483       76561198078708880
937    DrtZlla                        N/A                       Rookie     1483       76561198142293350
938    Ali Korkmaz                    N/A                       Rookie     1483       76561198385135536
939    Mahatma Gandhi                 N/A                       D          1483       76561198047142586
