All Racers - ELO and License Report
Generated on: 2025-10-04 15:38:58
========================================================================================================================

Rank   Race Name                      Discord Name              License    ELO        Steam GUID
471    Julian                         N/A                       Rookie     1504       76561198033019327
472    Goshu                          N/A                       Rookie     1504       76561198008585393;76561198193116245
473    Hugo                           N/A                       Rookie     1504       76561199612445460
474    sef                            N/A                       Rookie     1504       76561198399457624
475    CheeOoo                        N/A                       Rookie     1504       76561198839233103
476    ex0                            N/A                       Rookie     1504       76561198975234933
477    Lorenzo                        N/A                       Rookie     1504       76561198153710021
478    Garbear                        N/A                       Rookie     1504       76561198402047253
479    railed                         N/A                       Rookie     1504       76561199098232068
480    ismagtr61                      N/A                       Rookie     1504       76561199488854329
481    TTV.Ducky9532                  N/A                       Rookie     1504       76561199164320117
482    kabi                           N/A                       Rookie     1504       76561199350942779
483    eloy.tgc                       N/A                       Rookie     1504       76561199237327753
484    Eilifint                       N/A                       Rookie     1504       76561199026431271
485    ZuZ                            N/A                       Rookie     1504       76561198984310116
486    今もいい天気                         N/A                       Rookie     1504       76561198285302577
487    ImaFishWithLung                N/A                       Rookie     1504       76561198391820805
488    G_Gallaga                      N/A                       Rookie     1504       76561198280129456
489    GGlory                         N/A                       Rookie     1504       76561198011430884
490    Player                         N/A                       Rookie     1504       76561199550430527
491    Roberto Cerri                  N/A                       Rookie     1504       76561199778541669
492    ahrenx                         N/A                       Rookie     1504       76561198915524977
493    KruegerStupid                  N/A                       Rookie     1504       76561199052042783
494    Ergi                           N/A                       Rookie     1504       76561198292270725
495    Slyv                           N/A                       Rookie     1504       76561198327126701
496    NotStig3                       N/A                       Rookie     1504       76561198033544236
497    AYYJAYY                        N/A                       Rookie     1504       76561198105072499
498    Player                         N/A                       Rookie     1504       76561198022908407
499    Cano                           N/A                       Rookie     1504       76561198358544800
500    Crimson                        N/A                       Rookie     1504       76561199070961664
501    Eissa                          N/A                       Rookie     1504       76561198868409600
502    Daiki-                         N/A                       Rookie     1504       76561198197824073
503    Pank                           N/A                       Rookie     1503       76561198089268899
504    Mateo Osorio                   N/A                       Rookie     1503       76561198208819449
505    Federico Azuaga                N/A                       Rookie     1503       76561199155497597
506    TheVirgin                      N/A                       Rookie     1503       76561198133310036
507    ON90                           N/A                       Rookie     1503       76561199059576658
508    Pivíí                          N/A                       Rookie     1503       76561199128814016
509    RicochetZ                      N/A                       Rookie     1503       76561199526442121
510    Forgy                          N/A                       Rookie     1503       76561198397767365
511    Benko                          N/A                       Rookie     1503       76561198981431890
512    Milky                          N/A                       Rookie     1503       76561198796450862
513    lanceres2016                   N/A                       Rookie     1503       76561199680556703
514    sosa                           N/A                       Rookie     1503       76561197987132087
515    maaxr8                         N/A                       Rookie     1503       76561199043100704
516    Neutral_Ghost                  N/A                       Rookie     1503       76561198409227139
517    Will091195                     N/A                       Rookie     1503       76561198144403424
518    Pascal                         N/A                       Rookie     1503       76561199619629617
519    Willy                          N/A                       Rookie     1503       76561199218786477
520    ravz                           N/A                       C          1503       76561198842055326
521    j707j                          N/A                       Rookie     1502       76561199473856230
522    亗ㅤF 么 C Uㅤ亗                    N/A                       Rookie     1502       76561199037528252
523    Elronge                        N/A                       Rookie     1502       76561198351859981
524    Pangracio                      N/A                       Rookie     1502       76561198166945729
525    Gage Cornell, Matthew Shelton, Evan Cuadra N/A                       Rookie     1502       76561198109758560;76561198112229607;76561198802983862
526    Cody                           N/A                       Rookie     1502       76561197966039425
527    Taybay240                      N/A                       C          1502       76561199131925278
528    CainIsaac                      N/A                       Rookie     1502       76561198201271225
529    James                          N/A                       C          1502       76561198036846788
530    classytrickyboi                N/A                       Rookie     1502       76561198837735121
531    TJSPQF                         N/A                       Rookie     1502       76561198430988350
532    DVRK                           N/A                       Rookie     1501       76561199026441121
533    nicabtt01                      N/A                       Rookie     1501       76561199415564278
534    Burner                         N/A                       Rookie     1501       76561198001823595
535    Thorn                          kazetar                   Rookie     1501       76561199058517121
536    acsim364                       N/A                       C          1501       76561199480080061
537    FacundoRW25                    N/A                       Rookie     1501       76561198117493519
538    Enjoi                          N/A                       Rookie     1501       76561198324655111
539    Terry.                         N/A                       Rookie     1501       76561199131075767
540    Denny Earnhardt                N/A                       Rookie     1501       76561199060314592
541    Dracko                         N/A                       Rookie     1501       76561198281082533
542    El Nooberino                   N/A                       Rookie     1500       76561198005738016
543    Fart Propulsion System         N/A                       Rookie     1500       76561198137155153
544    Jagsub                         N/A                       Rookie     1500       76561198993811682
545    Babalkany                      N/A                       Rookie     1500       76561198860283777
546    Din Viesel                     N/A                       Rookie     1500       76561198267261283
547    Mogs                           N/A                       Rookie     1500       76561197965534549
548    Bogdan                         N/A                       Rookie     1500       76561198139638159
549    yikers                         N/A                       Rookie     1500       76561198137576349
550    mcGreen                        N/A                       Rookie     1500       76561198008773371
551    Peter9588                      N/A                       Rookie     1500       76561199104130118
552    Yackman1                       N/A                       Rookie     1500       76561199013226585
553    John Kimble                    N/A                       Rookie     1500       76561197972753447
554    dradosll                       N/A                       Rookie     1500       76561198202917949
555    AIDAN                          N/A                       Rookie     1500       76561198816237583
556    Luna                           N/A                       Rookie     1500       76561198364628247
557    Andre Pimentel                 N/A                       Rookie     1500       76561198052643959
558    Rubens Moura                   N/A                       Rookie     1500       76561198307308556
559    Cmac                           N/A                       Rookie     1500       76561198170204026
560    lljojopvll                     N/A                       Rookie     1500       76561198072593901
561    aloha                          N/A                       Rookie     1500       76561198983345004
562    Youpi Tsunoda                  N/A                       Rookie     1500       76561198856461176
563    Decimation                     N/A                       Rookie     1500       76561198829157371
564    JRob2418                       N/A                       Rookie     1500       76561198820027693
565    diegitz                        N/A                       Rookie     1500       76561198829312692
566    Siege77                        N/A                       Rookie     1500       76561197971821379
567    G4Stoner                       N/A                       Rookie     1500       76561198649593117
568    GRX baiwei                     N/A                       Rookie     1500       76561198287763745
569    f1era23                        N/A                       Rookie     1500       76561199597530068
570    HobbyBill                      N/A                       Rookie     1500       76561198087613058
571    Osama Bin Ballin               N/A                       Rookie     1500       76561198146122180
572    E.T.Super                      N/A                       Rookie     1500       76561199574118916
573    Specific Ocean                 N/A                       Rookie     1500       76561198192587150
574    Bumpkin_king                   N/A                       Rookie     1500       76561198198838851
575    gyles house                    N/A                       Rookie     1500       76561198012702275
576    ROQ                            N/A                       Rookie     1500       76561198084555453
577    Blobbie                        N/A                       Rookie     1500       76561198964856270
578    Spike2135                      N/A                       Rookie     1500       76561198139457913
579    S0m3b0dy                       N/A                       Rookie     1500       76561199069515541
580    Dan_Dinosaurio                 N/A                       Rookie     1500       76561198432818106
581    pooflol                        N/A                       Rookie     1500       76561199160782914
582    Max Yang                       nighthawke0415            D          1500       76561198824723764
583    Ethan Dias                     N/A                       Rookie     1500       76561199115478308
584    Fish                           N/A                       Rookie     1500       76561198808524102
585    EL_ANGUITA                     N/A                       Rookie     1500       76561199057129875
586    KZgamer23                      N/A                       Rookie     1500       76561198828219529
587    SachiA Chencat                 N/A                       Rookie     1500       76561198004957283
588    メSteadyMurkin_SKUM             N/A                       Rookie     1500       76561199389191342
589    TexasRed4720                   N/A                       Rookie     1500       76561199239787560
590    Theo_52                        N/A                       Rookie     1500       76561199071109834
591    Timo Daniels                   N/A                       Rookie     1500       76561198351172874
592    Chef                           N/A                       Rookie     1500       76561198098587453
593    Winny "UFO" Lopez              N/A                       Rookie     1500       76561198024198194
594    mark zuckerberg's source code  N/A                       Rookie     1500       76561198052977871
595    Reynolds                       N/A                       Rookie     1500       76561198072111101
596    Lemonside33                    N/A                       Rookie     1500       76561199209793461
597    LõXõ                           N/A                       Rookie     1500       76561199686820765
598    RCanavarro                     N/A                       Rookie     1500       76561198842519544
599    Marcelo sYnx                   N/A                       Rookie     1500       76561197963850082
600    Dansho                         N/A                       Rookie     1499       76561198053101380
601    emerick.matthew                N/A                       Rookie     1499       76561199152617876
602    Antartic                       N/A                       Rookie     1499       76561198090256900
603    MA Lebel                       N/A                       Rookie     1499       76561199230634094
604    Sherick                        N/A                       Rookie     1499       76561199127327534
605    Karl Schuyler                  N/A                       Rookie     1499       76561198068890284
606    Mercurees                      N/A                       Rookie     1499       76561198976538470
607    taintrocket                    N/A                       Rookie     1499       76561198802983862
608    uglyexe                        N/A                       Rookie     1499       76561199237719366
609    Money                          N/A                       Rookie     1499       76561199252363501
610    Muchacho_AC, Bojowson          N/A                       Rookie     1499       76561198125402844;76561198336275966
611    Ed Monahan                     N/A                       Rookie     1499       76561199764914006
612    _peter86                       N/A                       Rookie     1498       76561198819597772
613    Skeel                          N/A                       Rookie     1498       76561198254389455
614    Alfie                          N/A                       Rookie     1498       76561199221864764
615    jimmyS                         N/A                       Rookie     1498       76561199151946610
616    MornWynters                    N/A                       Rookie     1498       76561198097313836
617    Biz                            N/A                       Rookie     1498       76561199096415732
618    Mazzle_Dazzled                 N/A                       Rookie     1498       76561198054341018
619    Chainsaw1811                   N/A                       Rookie     1498       76561199680817827
620    Dingle                         N/A                       Rookie     1498       76561198085889663
621    Armaan A                       N/A                       Rookie     1498       76561199053260491
622    oscarwrc                       N/A                       Rookie     1498       76561199859970466
623    JAlex                          N/A                       Rookie     1498       76561199213526916
624    fwood2                         N/A                       Rookie     1498       76561199447383152
625    BigLos789                      N/A                       Rookie     1498       76561198283118533
626    millerlite                     N/A                       Rookie     1497       76561198858970568
627    mdickenson74                   N/A                       Rookie     1497       76561199098116495
628    Gianmaria Monaco               N/A                       Rookie     1497       76561198975490726
629    Min0                           N/A                       Rookie     1497       76561198215894804
630    xxstelxx                       N/A                       Rookie     1497       76561197978435494
631    idiotdriver                    N/A                       Rookie     1497       76561198244420858
632    BassCannon,  Thorn Madox       N/A                       Rookie     1497       76561198287158193;76561199058517121;76561199194892973
633    Ric5050                        N/A                       D          1497       76561198431260228
634    Stanko Zahribar                N/A                       Rookie     1497       76561198865227385
635    Slackeye72                     N/A                       Rookie     1496       76561198121760605
636    Colby                          N/A                       Rookie     1496       76561198873578267
637    Kyan S-S                       N/A                       Rookie     1496       76561198968963352
638    bimmer>>>                      N/A                       Rookie     1496       76561198973413498
639    pyt                            N/A                       Rookie     1496       76561199180253881
640    deez                           N/A                       Rookie     1496       76561199088031782
641    B3njamin38                     N/A                       Rookie     1496       76561198864549036
642    shitmangaming                  N/A                       Rookie     1496       76561198852469439
643    GK14                           N/A                       Rookie     1496       76561198815206972
644    XI8                            N/A                       Rookie     1496       76561199107124769
645    Super Sister Fister 64         N/A                       Rookie     1496       76561198126347646
646    Ryan                           N/A                       Rookie     1496       76561198153424278
647    Sasha Ness                     N/A                       Rookie     1496       76561199088671060
648    74                             N/A                       Rookie     1496       76561198849036235
649    firegodslayer777               N/A                       Rookie     1496       76561198876992006
650    xNorgstahh                     N/A                       Rookie     1496       76561198195777550
651    Player                         N/A                       Rookie     1496       76561198076418529
652    bubblebassburger               N/A                       Rookie     1496       76561199235021317
653    _Bravo61_                      N/A                       Rookie     1496       76561199126204605
654    Delos                          N/A                       Rookie     1496       76561198257395104
655    Ralfy                          N/A                       Rookie     1496       76561198336829421
656    masimodamico553                N/A                       Rookie     1496       76561199116423697
657    Boo Radley                     N/A                       Rookie     1496       76561199064473878
658    Kilogram                       N/A                       Rookie     1496       76561198157983036
659    Ebolallen                      N/A                       Rookie     1496       76561198049007870
660    Mihai                          N/A                       Rookie     1496       76561199182439576
661    Dragon                         N/A                       Rookie     1496       76561198249359766
662    ARTEFACT1323                   N/A                       Rookie     1496       76561198851463316
663    XWetMilkX                      N/A                       Rookie     1496       76561198342317609
664    Dario Ussumane                 N/A                       Rookie     1496       76561198825576064
665    topy                           N/A                       Rookie     1496       76561199086324215
666    The Party Hobo                 N/A                       Rookie     1496       76561198021087963
667    Claraa444                      N/A                       Rookie     1496       76561198129438044
668    Jeeb                           N/A                       Rookie     1496       76561198137097324
669    Wendigo                        N/A                       Rookie     1496       76561199278146162
670    Pablo Abelaira                 N/A                       Rookie     1496       76561198365959459
671    Parishboys06                   N/A                       Rookie     1496       76561199610528034
672    1+                             N/A                       Rookie     1496       76561199260734518
673    M A D K I L A                  N/A                       Rookie     1496       76561198054713873
674    EXTREMOG4M3                    N/A                       Rookie     1496       76561198931357227
675    TINEZ420                       N/A                       Rookie     1496       76561199681047877
676    Gold bar                       N/A                       Rookie     1496       76561198881400940
677    hyphen314                      N/A                       Rookie     1496       76561198840135656
678    CoffeeCommander                N/A                       Rookie     1496       76561198044378289
679    PasSteak69                     N/A                       Rookie     1496       76561199259965467
680    Peacock                        N/A                       Rookie     1496       76561198332912243
681    Granola                        N/A                       Rookie     1496       76561199226667104
682    DonJefe                        N/A                       Rookie     1496       76561198165282937
683    DingusKahn                     N/A                       Rookie     1496       76561198445509290
684    alonsochen03                   N/A                       Rookie     1496       76561198451847554
685    Tasso                          N/A                       Rookie     1496       76561199237380780
686    Cozy                           N/A                       Rookie     1496       76561199563865869
687    I_AmSpeed859                   N/A                       Rookie     1496       76561198842798731
688    Noel Liu                       N/A                       Rookie     1496       76561198137167917
689    rekem                          N/A                       Rookie     1496       76561198218973055
690    Wagoogus                       N/A                       Rookie     1496       76561198315966523
691    Howard Langston                N/A                       Rookie     1496       76561197986293399
692    Dezfy                          N/A                       Rookie     1496       76561198145941002
693    The Night Kid                  N/A                       Rookie     1496       76561198010201344
694    mecha mecha                    N/A                       Rookie     1496       76561199004697695
695    Chill0ut                       N/A                       Rookie     1496       76561198850473561
696    ellstromsven                   N/A                       Rookie     1496       76561198967213004
697    joseph1998                     N/A                       Rookie     1496       76561199039011550
698    Munahid                        N/A                       Rookie     1496       76561198850070639
699    Parseval                       N/A                       Rookie     1496       76561199063665129
700    ApexMagnet                     N/A                       Rookie     1496       76561199698700081
701    Carlife                        N/A                       D          1495       76561199099992032
702    Vesunex                        N/A                       Rookie     1495       76561198916309068
703    Spyder                         N/A                       Rookie     1495       76561198853917624
704    Badger                         N/A                       Rookie     1495       76561198120797375
705    pinchartnathan                 N/A                       Rookie     1495       76561199240156027
706    @C63Madness on ig              N/A                       Rookie     1495       76561199067259900
707    Harry                          N/A                       Rookie     1495       76561199376741183
708    NickLaBennett                  N/A                       Rookie     1495       76561198850727163
709    Breaded                        N/A                       Rookie     1495       76561199128231815
710    Visi An                        N/A                       Rookie     1495       76561199227890268
711    isaac                          N/A                       Rookie     1494       76561199503478564
712    Roteg                          N/A                       Rookie     1494       76561197996758685
713    BTA_William                    N/A                       Rookie     1494       76561197960386352
714    Taru                           N/A                       Rookie     1494       76561199013361127
715    Ramses                         N/A                       D          1494       76561198398252700
716    woodsy29                       N/A                       Rookie     1494       76561199428410055
717    macheese                       N/A                       Rookie     1494       76561198081251193
718    Minionsfan1100                 N/A                       Rookie     1494       76561199316433798
719    Csongor Százi                  N/A                       Rookie     1494       76561198402340991
720    I DRIVE                        N/A                       Rookie     1494       76561199480941502
721    Gerardo Bianco                 N/A                       Rookie     1494       76561198969891788
722    Kaseymark7477-VR               N/A                       Rookie     1494       76561199282100690
723    TIGGER                         N/A                       Rookie     1494       76561198003270736
724    Bot755787                      N/A                       Rookie     1494       76561198391109504
725    Danilo GT                      N/A                       Rookie     1493       76561199052389076
726    nico0920                       N/A                       Rookie     1493       76561198284891807
727    Antihuman, Kamil Dziadek       N/A                       Rookie     1493       76561198026746239;76561198049986783
728    yarrak                         N/A                       Rookie     1493       76561199149344204
729    BongBardo                      N/A                       Rookie     1493       76561199509053265
730    Don Comedia *******            N/A                       Rookie     1493       76561198347767787
731    Adam Badaruk                   N/A                       D          1493       76561198323998215
732    Melonlabe                      N/A                       Rookie     1493       76561198388379209
733    JVTsnooZZZe                    N/A                       Rookie     1493       76561198829815563
734    Dirty Bożena                   N/A                       Rookie     1493       76561197982801351
735    max                            N/A                       Rookie     1493       76561198840793080
736    twelthedition                  N/A                       Rookie     1492       76561198051033526
737    FRIBUELO                       N/A                       Rookie     1492       76561198082924820
738    JuZo                           N/A                       Rookie     1492       76561198195038050
739    Straight Drop                  N/A                       Rookie     1492       76561198086504220
740    Noé                            N/A                       Rookie     1492       76561199165986856
741    petko                          N/A                       Rookie     1492       76561198192084177
742    Lenny-28095                    N/A                       Rookie     1492       76561199453382450
743    Iury                           N/A                       Rookie     1492       76561199140647768
744    Soyboy                         N/A                       Rookie     1492       76561199030319949
745    A. PEGORARO (AB )              N/A                       Rookie     1492       76561199037062460
746    matthew1111111111              N/A                       Rookie     1492       76561199505752987
747    Darsimon                       N/A                       Rookie     1492       76561198298576042
748    Ptah                           N/A                       Rookie     1492       76561198807865364
749    noo                            N/A                       Rookie     1492       76561198142140601
750    Simriguser2                    N/A                       Rookie     1492       76561199353966029
751    Josho                          N/A                       Rookie     1492       76561198278494009
752    Arthur Baert                   N/A                       Rookie     1492       76561198183163490
753    marCUS                         N/A                       Rookie     1492       76561198291679409
754    Zapp Branagen                  N/A                       Rookie     1492       76561197963083788
755    Spinny Boye                    N/A                       Rookie     1492       76561198209720116
756    Politicoadrian                 N/A                       Rookie     1492       76561198307551118
757    Tipzyy                         N/A                       D          1492       76561199089157035
758    bozhemoi                       N/A                       Rookie     1492       76561198219514707
759    PHRMCPEiA                      N/A                       Rookie     1492       76561198450172199
760    Scarybread                     N/A                       Rookie     1492       76561198351756385
761    CAR                            N/A                       Rookie     1492       76561199123580665
762    SRJ_LANGLEY                    N/A                       Rookie     1492       76561198342523528
763    repumpum                       N/A                       Rookie     1492       76561198061058130
764    Omega                          N/A                       Rookie     1492       76561199063535199
765    HazieWazzie                    N/A                       Rookie     1492       76561199061111859
766    Binjimi                        N/A                       Rookie     1492       76561199254452538
767    Jose Garbi                     N/A                       Rookie     1492       76561199195804119
768    W13                            N/A                       Rookie     1492       76561198095250785
769    Neex                           N/A                       Rookie     1492       76561198151404035
770    Crunchy_Socks                  N/A                       Rookie     1492       76561199288061864
771    bigsmoke87                     N/A                       Rookie     1492       76561199616091101
772    Kaypo                          N/A                       Rookie     1492       76561198053839187
773    OnlyHuhman                     N/A                       Rookie     1492       76561198397940426
774    Trevor Crain                   N/A                       Rookie     1492       76561198974192642;76561199395385195
775    Amadul                         N/A                       Rookie     1492       76561198049326331
776    kThree                         N/A                       D          1492       76561198048453617
777    skelter                        N/A                       Rookie     1492       76561199219882252
778    Luan                           N/A                       Rookie     1492       76561198076574486
779    RedVarg                        N/A                       D          1492       76561198190613819
780    Jarax                          N/A                       Rookie     1492       76561198844924330
781    Isidro Villar                  N/A                       Rookie     1492       76561198335089276
782    Alfredo_0212                   N/A                       Rookie     1492       76561198971095315
783    iTzAlipazzz                    N/A                       Rookie     1491       76561199181645593
784    Cass                           N/A                       Rookie     1491       76561198363370595
785    Swanie.xt                      N/A                       Rookie     1491       76561199164866496
786    Ásgeirr                        N/A                       Rookie     1491       76561199056732804
787    Kov                            N/A                       Rookie     1491       76561199507629129
788    TMF | Dokiz                    N/A                       Rookie     1491       76561199021720998
789    Oh Deer                        N/A                       Rookie     1491       76561198141541999
790    Giga Kubica                    N/A                       Rookie     1491       76561198071898321
791    Alex DeLarge                   N/A                       Rookie     1491       76561198012711346
792    NIN79                          N/A                       Rookie     1491       76561198042279984
793    Benis                          N/A                       Rookie     1491       76561198172831022
794    RensRides                      N/A                       Rookie     1491       76561198108247967
795    MAGM                           N/A                       Rookie     1490       76561198825749232
796    Baz H                          N/A                       Rookie     1490       76561198989577945
797    Nicola Moriconi                N/A                       Rookie     1490       76561198097387868
798    B. Hoffman                     N/A                       Rookie     1490       76561198040737875
799    guau                           N/A                       Rookie     1490       76561198808497518
800    Mike Garwood                   N/A                       Rookie     1490       76561197991747067
801    BugParade                      N/A                       D          1490       76561198084016633
802    Krisz                          N/A                       Rookie     1490       76561198262542233
803    Stan                           N/A                       Rookie     1490       76561198370899069
804    Honky Tonk Man                 N/A                       Rookie     1490       76561198120759904
805    Grumpy-Print                   N/A                       Rookie     1490       76561199402867444
806    Palatiin                       N/A                       Rookie     1490       76561198188161330
807    Patrik602                      N/A                       Rookie     1490       76561199680713234
808    niqq                           N/A                       Rookie     1490       76561199582928825
809    21Toshi                        N/A                       Rookie     1490       76561198346373208
810    KeiLo                          N/A                       Rookie     1489       76561198858128902
811    Sarmoria Fabio                 N/A                       Rookie     1489       76561198007137365
812    Player                         N/A                       Rookie     1489       76561198016226229
813    _Andor_                        N/A                       Rookie     1489       76561199024768313
814    mentos76                       N/A                       Rookie     1489       76561198450284059
815    Schalex Schalbon               N/A                       Rookie     1489       76561198091394955
816    Acerola                        N/A                       Rookie     1489       76561198263541815
817    tahielitocacheton              N/A                       Rookie     1489       76561199106116789
818    Tess_Tickles                   N/A                       Rookie     1489       76561198408133055
819    LNX                            N/A                       Rookie     1489       76561198798197138
820    th3H0rs3                       N/A                       Rookie     1489       76561198849528907
821    OnEPounDCarP                   N/A                       D          1489       76561199506558476
822    Sidsco12                       N/A                       Rookie     1489       76561199443775687
823    Floaty                         N/A                       D          1489       76561198055085420
824    AZOME                          N/A                       Rookie     1489       76561198122056767
825    jakob.hacker                   N/A                       Rookie     1489       76561199530109704
826    littleWfish                    N/A                       Rookie     1489       76561199095194162
827    HMG                            heremegive                D          1489       76561198211020029
828    Kadyy☆                         N/A                       Rookie     1489       76561199166704866
829    TheAfterMarket                 N/A                       Rookie     1489       76561199053576090
830    cpdenbesten                    N/A                       Rookie     1489       76561198354199848
831    aladeen                        N/A                       Rookie     1488       76561198032557375
832    Tafirol Speed                  N/A                       Rookie     1488       76561198084777144
833    H u n t e r                    N/A                       Rookie     1488       76561198432651655
834    Koalaatio                      N/A                       Rookie     1488       76561197961689050
835    #79 O. MÄLÄSKÄ                 N/A                       Rookie     1488       76561199159090607
836    Jiraya自来也                      N/A                       Rookie     1488       76561198152766397
837    Kick.com/ItzLinx               N/A                       Rookie     1488       76561198872626075
838    oyway1                         N/A                       Rookie     1488       76561199117895697
839    Aragam1                        N/A                       Rookie     1488       76561198987592835
840    Fradx                          N/A                       Rookie     1488       76561199206596380
841    John Choi                      N/A                       Rookie     1488       76561198349554175
842    Pharmar                        N/A                       Rookie     1488       76561198403237632
843    d3v10us                        N/A                       Rookie     1488       76561198005336972
844    sedan hussein                  N/A                       Rookie     1488       76561198219247201
845    ifizin                         N/A                       Rookie     1488       76561199093738589
846    leofass12                      N/A                       Rookie     1488       76561198450026320
847    hippyneil                      N/A                       Rookie     1488       76561198027273991
848    Alpha_6                        N/A                       Rookie     1488       76561199205064019
849    Gyilokkrisz                    N/A                       Rookie     1488       76561199110034801
850    Player                         N/A                       Rookie     1488       76561198139317062
851    christiaan                     N/A                       Rookie     1488       76561198088539524
852    Just_Henk_                     N/A                       Rookie     1488       76561199016729808
853    Maureau Denhaerinck            N/A                       Rookie     1488       76561199041446407
854    Player                         N/A                       Rookie     1488       76561199766814835
855    BRKTM User225                  N/A                       Rookie     1488       76561199130814511
856    emxnuel                        N/A                       Rookie     1488       76561198873444201
857    Nobody                         N/A                       Rookie     1487       76561198041271057
858    Cosmo                          N/A                       Rookie     1487       76561198042147273
859    Brendon                        N/A                       D          1487       76561199148258539
860    vroom hecking vroom            N/A                       Rookie     1487       76561198105158339
861    ToeMuncher420                  N/A                       Rookie     1487       76561198951294381
862    TCCWH                          N/A                       Rookie     1487       76561198840199002
863    Pablo Chill-e                  N/A                       Rookie     1487       76561199192429085
864    Issias                         N/A                       Rookie     1487       76561198167934672
865    Lazo                           N/A                       Rookie     1487       76561198135026469
866    BotBreezey101                  N/A                       Rookie     1487       76561198363605581
867    M4dey                          N/A                       Rookie     1486       76561198185468887
868    Lucio Andia                    N/A                       Rookie     1486       76561199042452036
869    GiL Santos (BR)                N/A                       Rookie     1486       76561197960267366
870    NoName?                        N/A                       Rookie     1486       76561199497558558
871    Zachary Dickinson              N/A                       D          1486       76561198058728848
872    TheMineA7                      N/A                       Rookie     1486       76561198071971346
873    n0vembr                        N/A                       Rookie     1486       76561199073988399
874    lVlaggic                       N/A                       Rookie     1486       76561198851233191
875    speedhack                      N/A                       D          1486       76561197998030789
876    Senpaii シ                      N/A                       Rookie     1486       76561198831331734
877    crxigfxrd                      N/A                       Rookie     1486       76561198049835493
878    Arian Castro                   N/A                       Rookie     1486       76561199486367986
879    Germán V.                      N/A                       Rookie     1486       76561198306719973
880    ouai pas mal ouai              N/A                       Rookie     1486       76561198891919938
881    Pertou707                      N/A                       Rookie     1485       76561199494254008
882    Elfomagico 97                  N/A                       Rookie     1485       76561198115417668
883    Wiza                           N/A                       Rookie     1485       76561199455916343
884    kavsebo                        N/A                       Rookie     1485       76561198188397195
885    David                          N/A                       Rookie     1485       76561199011003756
886    MIC998                         N/A                       Rookie     1485       76561199030553975
887    raphaelmorishita               N/A                       Rookie     1485       76561199174940742
888    Coca Franboise                 N/A                       Rookie     1485       76561199380808318
889    Gerdes                         N/A                       Rookie     1485       76561198010274956
890    chilenaoexiste                 N/A                       Rookie     1485       76561198427211015
891    Project Purple, Maxiamaru      N/A                       Rookie     1485       76561198017327448;76561199016198981
892    WooHooMan43, Cheesus           N/A                       Rookie     1485       76561198309443188;76561198979459890
893    Sumaka017                      N/A                       Rookie     1485       76561199412689955
894    Francesco Fede                 N/A                       Rookie     1485       76561199083789257
895    OPC                            N/A                       Rookie     1485       76561198279679405
896    Koenig                         N/A                       Rookie     1484       76561198135265844
897    Shampoo Fairy                  N/A                       Rookie     1484       76561198340698789
898    Stuuse                         N/A                       Rookie     1484       76561199271527703
899    Selim Dion (VR)                N/A                       Rookie     1484       76561199239752396
900    Mati C                         N/A                       Rookie     1484       76561198799422949
901    KingPotato                     N/A                       Rookie     1484       76561198415106829
902    woozy                          N/A                       Rookie     1484       76561198200400430
903    PayDro415                      N/A                       Rookie     1484       76561198331675775
904    Rukibazuki                     N/A                       Rookie     1484       76561199348102423
905    hotdog                         N/A                       Rookie     1484       76561199142714749
906    Bom                            N/A                       Rookie     1484       76561199132327013
907    RAZOR                          N/A                       Rookie     1484       76561198333848597
908    Skythe                         N/A                       Rookie     1484       76561199518732800
909    C4t4ly5t                       N/A                       Rookie     1484       76561198138926551
910    KellyO                         N/A                       Rookie     1484       76561198033562259
911    Antonio                        N/A                       Rookie     1484       76561199040545951
912    Aki                            N/A                       Rookie     1484       76561198834888750
913    Wolter White (W.W.)            N/A                       Rookie     1484       76561198874711406
914    amtk2007                       N/A                       Rookie     1484       76561198086740517
915    Mahatma Gandhi                 N/A                       D          1484       76561198047142586
916    giuket                         N/A                       Rookie     1484       76561198125827857
917    Shaft                          N/A                       Rookie     1484       76561199191029341
918    Riccardo De Simone             N/A                       Rookie     1484       76561199317221777
919    paulo                          N/A                       Rookie     1484       76561198817397329
920    Pill Smith                     N/A                       Rookie     1483       76561198104084561
921    Eric Velasco                   N/A                       Rookie     1483       76561198087348639
922    Jamie Foskett                  N/A                       Rookie     1483       76561198080038828
923    Evil                           N/A                       Rookie     1483       76561198044215364
924    Munklesunkee                   N/A                       Rookie     1483       76561197980026066
925    OFUZZ                          N/A                       Rookie     1483       76561198078708880
926    DrtZlla                        N/A                       Rookie     1483       76561198142293350
927    Ali Korkmaz                    N/A                       Rookie     1483       76561198385135536
928    Kittydroppins                  N/A                       Rookie     1483       76561198021668743
929    Nathan Green                   N/A                       Rookie     1483       76561199309548301
930    Ghost                          N/A                       Rookie     1483       76561198016065269
931    Perri                          N/A                       Rookie     1483       76561199723393437
932    sonder                         N/A                       Rookie     1483       76561198962898071
933    Nikodem Pasik                  N/A                       Rookie     1483       76561199261532551
934    ☠️KikoMI☠                      N/A                       Rookie     1482       76561198276483065
935    Bob                            N/A                       Rookie     1482       76561198872136772
936    Brunoanadia                    N/A                       Rookie     1482       76561198206344267
937    Adatico                        N/A                       Rookie     1482       76561198417127498
938    J Sousa                        N/A                       Rookie     1482       76561198113574386
939    Ale                            N/A                       Rookie     1482       76561199010303348
